Cliente_ID,Nome_Cliente,CNPJ_CPF,Data_Vencimento,Valor_Devido,Valor_Pago,Cidade,Regiao
5065,Cliente 5065,11.222.333/0001-99,2024-02-14,240.12,40221.1,Rio,Sudeste
5066,Cliente 5066,22.333.444/0001-88,2026-10-11,14838.0,70824.61,São Paulo,Sul
5067,Cliente 5067,11.222.333/0001-99,2024-11-10,8758.04,126235.24,São Paulo,Sul
5068,Cliente 5068,11.222.333/0001-99,2026-05-01,1778.38,149528.42,São Paulo,Sudeste
5069,Cliente 5069,11.222.333/0001-99,2026-07-18,3530.32,119232.53,BH,Sul
5070,Cliente 5070,22.333.444/0001-88,2023-04-24,6485.6,3724.99,Rio,Sul
5071,Cliente 5071,11.222.333/0001-99,2025-06-15,37.13,55313.13,Rio,Sul
5072,Cliente 5072,11.222.333/0001-99,2025-12-14,852.83,37081.6,BH,Sul
5073,Cliente 5073,11.222.333/0001-99,2023-03-06,24978.86,144619.76,Rio,Sudeste
5074,Cliente 5074,11.222.333/0001-99,2024-11-14,2114.7,39634.34,Rio,Sul
5075,Cliente 5075,11.222.333/0001-99,2026-07-19,4357.74,141502.53,Rio,Sul
5076,Cliente 5076,11.222.333/0001-99,2026-10-17,4174.26,140627.63,Rio,Sudeste
5077,Cliente 5077,22.333.444/0001-88,2023-05-26,13366.59,125911.55,Rio,Sudeste
5078,Cliente 5078,22.333.444/0001-88,2025-07-31,2781.38,14710.77,São Paulo,Sul
5079,Cliente 5079,11.222.333/0001-99,2026-05-17,3130.59,299.28,Rio,Sul
5080,Cliente 5080,22.333.444/0001-88,2026-08-02,6417.66,119082.46,São Paulo,Sudeste
5081,Cliente 5081,22.333.444/0001-88,2025-10-30,16079.67,126494.86,São Paulo,Sudeste
5082,Cliente 5082,11.222.333/0001-99,2025-01-08,25042.26,144327.25,São Paulo,Sul
5083,Cliente 5083,11.222.333/0001-99,2023-07-05,3144.59,32757.39,São Paulo,Sudeste
5084,Cliente 5084,11.222.333/0001-99,2026-03-03,2471.91,109971.97,BH,Sul
5085,Cliente 5085,22.333.444/0001-88,2025-04-14,4004.75,77859.66,São Paulo,Sul
5086,Cliente 5086,11.222.333/0001-99,2025-03-19,31858.53,49272.33,BH,Sudeste
5087,Cliente 5087,22.333.444/0001-88,2023-06-20,14612.14,90943.65,BH,Sul
5088,Cliente 5088,11.222.333/0001-99,2023-08-01,2510.74,82229.91,São Paulo,Sudeste
5089,Cliente 5089,22.333.444/0001-88,2023-01-27,513.03,43844.16,Rio,Sudeste
5090,Cliente 5090,11.222.333/0001-99,2025-10-10,23150.15,40269.37,Rio,Sudeste
5091,Cliente 5091,11.222.333/0001-99,2025-12-27,27090.82,72987.03,São Paulo,Sudeste
5092,Cliente 5092,22.333.444/0001-88,2025-02-28,1037.65,71105.48,São Paulo,Sul
5093,Cliente 5093,22.333.444/0001-88,2024-02-12,2635.21,45307.91,BH,Sul
5094,Cliente 5094,22.333.444/0001-88,2026-02-06,16766.37,39559.67,BH,Sul
5095,Cliente 5095,22.333.444/0001-88,2023-03-15,8434.78,143146.11,Rio,Sul
5096,Cliente 5096,22.333.444/0001-88,2024-07-31,301.26,129355.58,BH,Sul
5097,Cliente 5097,22.333.444/0001-88,2024-11-10,1013.08,122516.87,BH,Sudeste
5098,Cliente 5098,11.222.333/0001-99,2026-07-09,11095.23,32142.57,São Paulo,Sul
5099,Cliente 5099,22.333.444/0001-88,2026-10-23,6966.66,28393.66,BH,Sul
5100,Cliente 5100,11.222.333/0001-99,2025-02-24,12486.64,121399.35,BH,Sudeste
5101,Cliente 5101,11.222.333/0001-99,2025-04-28,14658.77,27701.15,BH,Sudeste
5102,Cliente 5102,22.333.444/0001-88,2025-05-19,6893.89,75530.39,Rio,Sudeste
5103,Cliente 5103,11.222.333/0001-99,2023-08-25,8853.16,33213.27,São Paulo,Sudeste
5104,Cliente 5104,22.333.444/0001-88,2024-12-27,2214.05,56710.47,Rio,Sul
5105,Cliente 5105,22.333.444/0001-88,2026-10-21,5767.21,128018.13,São Paulo,Sudeste
5106,Cliente 5106,11.222.333/0001-99,2026-08-02,7622.43,133712.75,São Paulo,Sul
5107,Cliente 5107,11.222.333/0001-99,2024-01-13,53548.32,149501.89,BH,Sudeste
5108,Cliente 5108,22.333.444/0001-88,2024-10-22,1549.33,141585.64,Rio,Sudeste
5109,Cliente 5109,22.333.444/0001-88,2025-04-09,13539.75,100687.61,Rio,Sudeste
5110,Cliente 5110,11.222.333/0001-99,2025-06-24,4180.65,64758.9,BH,Sul
5111,Cliente 5111,11.222.333/0001-99,2024-01-11,13940.7,8653.86,Rio,Sul
5112,Cliente 5112,11.222.333/0001-99,2024-09-10,4152.58,91224.92,São Paulo,Sul
5113,Cliente 5113,11.222.333/0001-99,2024-10-14,25549.35,31602.1,São Paulo,Sudeste
5114,Cliente 5114,22.333.444/0001-88,2026-01-04,1737.91,127520.44,São Paulo,Sul
5115,Cliente 5115,22.333.444/0001-88,2025-10-29,5997.53,82334.83,BH,Sudeste
5116,Cliente 5116,22.333.444/0001-88,2023-07-15,9091.72,110025.25,Rio,Sul
5117,Cliente 5117,22.333.444/0001-88,2025-03-17,1893.44,101024.26,São Paulo,Sudeste
5118,Cliente 5118,11.222.333/0001-99,2025-06-11,7528.9,52099.68,BH,Sul
5119,Cliente 5119,11.222.333/0001-99,2026-08-06,20124.44,113862.91,São Paulo,Sul
5120,Cliente 5120,22.333.444/0001-88,2025-12-20,4473.98,126506.29,São Paulo,Sudeste
5121,Cliente 5121,22.333.444/0001-88,2025-07-25,14054.24,111619.57,Rio,Sudeste
5122,Cliente 5122,22.333.444/0001-88,2026-11-13,1912.14,116521.02,BH,Sul
5123,Cliente 5123,22.333.444/0001-88,2025-04-26,1058.89,54002.33,São Paulo,Sul
5124,Cliente 5124,22.333.444/0001-88,2025-03-28,13012.5,141553.19,São Paulo,Sul
5125,Cliente 5125,22.333.444/0001-88,2024-07-17,2246.53,63685.82,BH,Sudeste
5126,Cliente 5126,22.333.444/0001-88,2024-09-25,469.93,134557.53,BH,Sudeste
5127,Cliente 5127,22.333.444/0001-88,2024-11-09,1695.36,128671.41,Rio,Sul
5128,Cliente 5128,22.333.444/0001-88,2025-10-14,32422.58,18649.65,São Paulo,Sul
5129,Cliente 5129,11.222.333/0001-99,2023-01-08,21684.94,144940.58,Rio,Sul
5130,Cliente 5130,22.333.444/0001-88,2026-10-24,1023.94,149451.25,São Paulo,Sudeste
5131,Cliente 5131,11.222.333/0001-99,2025-12-04,635.01,90921.98,Rio,Sudeste
5132,Cliente 5132,11.222.333/0001-99,2023-12-10,2771.3,117466.51,São Paulo,Sudeste
5133,Cliente 5133,22.333.444/0001-88,2025-03-06,21091.87,140053.06,BH,Sudeste
5134,Cliente 5134,22.333.444/0001-88,2026-10-30,3736.76,3003.66,Rio,Sudeste
5135,Cliente 5135,11.222.333/0001-99,2025-11-16,3780.58,139498.5,BH,Sudeste
5136,Cliente 5136,11.222.333/0001-99,2026-05-01,2080.19,94104.92,São Paulo,Sudeste
5137,Cliente 5137,22.333.444/0001-88,2025-04-28,3360.59,124268.46,BH,Sudeste
5138,Cliente 5138,11.222.333/0001-99,2026-10-12,16096.73,81108.34,Rio,Sul
5139,Cliente 5139,22.333.444/0001-88,2023-03-03,5537.84,79581.91,Rio,Sul
5140,Cliente 5140,22.333.444/0001-88,2025-12-21,3704.83,134627.73,BH,Sudeste
5141,Cliente 5141,22.333.444/0001-88,2024-02-26,12221.67,76120.8,São Paulo,Sudeste
5142,Cliente 5142,11.222.333/0001-99,2024-09-24,5432.91,70768.41,Rio,Sudeste
5143,Cliente 5143,11.222.333/0001-99,2025-03-02,18588.98,91228.32,São Paulo,Sudeste
5144,Cliente 5144,22.333.444/0001-88,2024-07-04,1896.91,77785.5,Rio,Sul
5145,Cliente 5145,11.222.333/0001-99,2026-11-04,7193.25,66943.04,São Paulo,Sul
5146,Cliente 5146,11.222.333/0001-99,2026-07-24,17027.76,27078.57,São Paulo,Sul
5147,Cliente 5147,11.222.333/0001-99,2024-08-28,43248.53,59610.07,BH,Sul
5148,Cliente 5148,11.222.333/0001-99,2026-12-25,1063.04,42306.86,São Paulo,Sul
5149,Cliente 5149,11.222.333/0001-99,2026-02-12,3853.7,60069.71,Rio,Sudeste
5150,Cliente 5150,11.222.333/0001-99,2026-02-18,778.76,88973.74,BH,Sudeste
5151,Cliente 5151,11.222.333/0001-99,2024-06-08,1264.31,91327.76,Rio,Sudeste
5152,Cliente 5152,22.333.444/0001-88,2025-06-17,5043.84,35799.22,BH,Sudeste
5153,Cliente 5153,11.222.333/0001-99,2026-12-10,287.79,12671.8,BH,Sul
5154,Cliente 5154,11.222.333/0001-99,2023-06-12,8840.28,111665.65,São Paulo,Sul
5155,Cliente 5155,11.222.333/0001-99,2025-02-25,10721.86,79285.6,São Paulo,Sul
5156,Cliente 5156,11.222.333/0001-99,2025-06-28,4416.14,66315.2,Rio,Sudeste
5157,Cliente 5157,11.222.333/0001-99,2025-09-08,1515.42,19439.32,Rio,Sul
5158,Cliente 5158,11.222.333/0001-99,2026-09-22,3493.0,62199.56,São Paulo,Sudeste
5159,Cliente 5159,11.222.333/0001-99,2024-01-14,95156.57,122726.31,Rio,Sul
5160,Cliente 5160,11.222.333/0001-99,2026-09-09,2371.97,87215.34,Rio,Sul
5161,Cliente 5161,22.333.444/0001-88,2023-06-22,1631.07,13646.33,São Paulo,Sul
5162,Cliente 5162,11.222.333/0001-99,2025-09-26,193.06,49841.27,BH,Sudeste
5163,Cliente 5163,11.222.333/0001-99,2023-03-05,21193.2,146970.3,São Paulo,Sul
5164,Cliente 5164,11.222.333/0001-99,2026-01-29,865.85,81676.12,Rio,Sudeste
5165,Cliente 5165,11.222.333/0001-99,2026-09-07,5560.85,42959.41,BH,Sudeste
5166,Cliente 5166,22.333.444/0001-88,2025-09-01,93840.38,137016.71,São Paulo,Sudeste
5167,Cliente 5167,22.333.444/0001-88,2023-03-07,8242.37,50400.1,BH,Sul
5168,Cliente 5168,22.333.444/0001-88,2024-04-02,8114.95,109486.1,Rio,Sul
5169,Cliente 5169,22.333.444/0001-88,2024-03-28,3114.72,22083.08,BH,Sul
5170,Cliente 5170,22.333.444/0001-88,2026-07-06,7626.13,23473.97,Rio,Sul
5171,Cliente 5171,22.333.444/0001-88,2026-12-20,5464.07,84197.1,São Paulo,Sudeste
5172,Cliente 5172,22.333.444/0001-88,2025-09-05,10471.99,35973.5,BH,Sul
5173,Cliente 5173,22.333.444/0001-88,2023-06-27,166.82,7399.81,BH,Sudeste
5174,Cliente 5174,22.333.444/0001-88,2023-10-07,8360.77,138969.82,BH,Sudeste
5175,Cliente 5175,22.333.444/0001-88,2023-12-10,9016.91,8398.43,Rio,Sul
5176,Cliente 5176,22.333.444/0001-88,2025-11-06,173906.82,107615.68,São Paulo,Sudeste
5177,Cliente 5177,22.333.444/0001-88,2023-10-23,4885.39,49947.87,São Paulo,Sudeste
5178,Cliente 5178,22.333.444/0001-88,2023-07-21,6702.92,140025.74,Rio,Sul
5179,Cliente 5179,22.333.444/0001-88,2025-08-19,8560.05,147907.86,BH,Sudeste
5180,Cliente 5180,22.333.444/0001-88,2024-11-14,8904.48,50314.6,Rio,Sul
5181,Cliente 5181,22.333.444/0001-88,2026-05-02,873.87,88666.02,Rio,Sul
5182,Cliente 5182,11.222.333/0001-99,2026-03-18,15456.04,115947.71,São Paulo,Sudeste
5183,Cliente 5183,22.333.444/0001-88,2024-01-10,1360.57,18511.4,Rio,Sul
5184,Cliente 5184,11.222.333/0001-99,2023-02-04,8684.64,106419.35,BH,Sudeste
5185,Cliente 5185,22.333.444/0001-88,2026-10-24,1476.21,135929.62,Rio,Sul
5186,Cliente 5186,22.333.444/0001-88,2023-01-29,3599.57,26775.38,Rio,Sul
5187,Cliente 5187,11.222.333/0001-99,2025-02-13,2543.77,125806.51,Rio,Sul
5188,Cliente 5188,22.333.444/0001-88,2023-08-09,3468.28,17340.52,BH,Sul
5189,Cliente 5189,11.222.333/0001-99,2023-02-22,4375.43,85245.25,Rio,Sul
5190,Cliente 5190,11.222.333/0001-99,2025-03-01,8277.03,50904.55,São Paulo,Sudeste
5191,Cliente 5191,11.222.333/0001-99,2026-10-08,4295.65,70757.38,Rio,Sul
5192,Cliente 5192,22.333.444/0001-88,2026-11-16,16719.4,45094.83,Rio,Sudeste
5193,Cliente 5193,22.333.444/0001-88,2023-03-17,2328.57,39080.91,São Paulo,Sul
5194,Cliente 5194,22.333.444/0001-88,2024-05-08,8969.6,111470.88,São Paulo,Sudeste
5195,Cliente 5195,11.222.333/0001-99,2023-04-27,1532.29,33466.98,São Paulo,Sudeste
5196,Cliente 5196,11.222.333/0001-99,2023-10-07,59615.34,61261.96,São Paulo,Sudeste
5197,Cliente 5197,22.333.444/0001-88,2026-04-13,9023.17,41183.56,São Paulo,Sudeste
5198,Cliente 5198,22.333.444/0001-88,2025-01-15,1851.88,35795.26,São Paulo,Sudeste
5199,Cliente 5199,22.333.444/0001-88,2025-08-06,55733.38,94064.42,BH,Sul
5200,Cliente 5200,22.333.444/0001-88,2025-02-02,10156.78,6814.29,Rio,Sudeste
5201,Cliente 5201,22.333.444/0001-88,2023-10-22,1861.21,118334.81,BH,Sudeste
5202,Cliente 5202,11.222.333/0001-99,2025-10-14,4089.8,81935.11,BH,Sudeste
5203,Cliente 5203,11.222.333/0001-99,2025-11-10,999.08,124265.61,São Paulo,Sul
5204,Cliente 5204,11.222.333/0001-99,2026-01-01,998.67,31952.4,Rio,Sul
5205,Cliente 5205,22.333.444/0001-88,2025-04-21,26682.93,106410.91,BH,Sul
5206,Cliente 5206,11.222.333/0001-99,2025-11-25,1397.07,63087.58,Rio,Sul
5207,Cliente 5207,11.222.333/0001-99,2026-06-10,755.52,11520.6,Rio,Sudeste
5208,Cliente 5208,11.222.333/0001-99,2024-05-11,11968.55,112871.46,São Paulo,Sul
5209,Cliente 5209,11.222.333/0001-99,2023-07-25,50192.39,114328.09,Rio,Sul
5210,Cliente 5210,11.222.333/0001-99,2024-03-01,24839.74,40637.53,BH,Sul
5211,Cliente 5211,22.333.444/0001-88,2023-02-13,121488.9,137406.9,BH,Sudeste
5212,Cliente 5212,11.222.333/0001-99,2026-01-19,145834.18,114595.47,São Paulo,Sul
5213,Cliente 5213,22.333.444/0001-88,2024-08-27,1393.35,46013.61,BH,Sudeste
5214,Cliente 5214,22.333.444/0001-88,2024-03-29,3178.08,35866.34,São Paulo,Sul
5215,Cliente 5215,22.333.444/0001-88,2024-08-17,545.19,66013.43,BH,Sudeste
5216,Cliente 5216,22.333.444/0001-88,2026-09-18,964.82,43918.47,BH,Sul
5217,Cliente 5217,22.333.444/0001-88,2024-05-21,22057.22,32553.46,São Paulo,Sudeste
5218,Cliente 5218,11.222.333/0001-99,2025-03-04,7241.63,59865.11,Rio,Sudeste
5219,Cliente 5219,11.222.333/0001-99,2023-01-21,37762.06,3855.63,São Paulo,Sudeste
5220,Cliente 5220,22.333.444/0001-88,2026-06-05,1463.21,60211.66,Rio,Sul
5221,Cliente 5221,22.333.444/0001-88,2026-10-31,2279.78,33249.39,Rio,Sudeste
5222,Cliente 5222,22.333.444/0001-88,2026-02-27,11282.52,39650.13,São Paulo,Sul
5223,Cliente 5223,11.222.333/0001-99,2024-09-11,21575.25,12382.99,São Paulo,Sul
5224,Cliente 5224,22.333.444/0001-88,2024-02-18,498.24,88339.75,São Paulo,Sudeste
5225,Cliente 5225,11.222.333/0001-99,2025-12-30,3509.85,70801.38,Rio,Sudeste
5226,Cliente 5226,22.333.444/0001-88,2026-11-28,8596.21,112594.11,Rio,Sul
5227,Cliente 5227,11.222.333/0001-99,2026-11-21,14708.47,148064.79,Rio,Sul
5228,Cliente 5228,22.333.444/0001-88,2023-12-03,19399.06,17930.1,Rio,Sudeste
5229,Cliente 5229,11.222.333/0001-99,2025-06-28,4427.62,40863.76,São Paulo,Sul
5230,Cliente 5230,22.333.444/0001-88,2023-10-03,871.61,102368.12,São Paulo,Sudeste
5231,Cliente 5231,11.222.333/0001-99,2025-06-10,331.74,35596.8,Rio,Sudeste
5232,Cliente 5232,11.222.333/0001-99,2023-01-13,3807.91,4522.13,BH,Sul
5233,Cliente 5233,11.222.333/0001-99,2025-10-23,3280.13,16470.99,São Paulo,Sul
5234,Cliente 5234,11.222.333/0001-99,2025-09-04,1612.56,65044.04,BH,Sul
5235,Cliente 5235,11.222.333/0001-99,2026-06-01,17159.93,64617.7,BH,Sudeste
5236,Cliente 5236,11.222.333/0001-99,2025-08-31,985.73,145845.7,BH,Sul
5237,Cliente 5237,11.222.333/0001-99,2023-06-24,1945.39,69892.51,Rio,Sudeste
5238,Cliente 5238,22.333.444/0001-88,2026-11-09,25172.82,101710.16,São Paulo,Sudeste
5239,Cliente 5239,22.333.444/0001-88,2023-08-29,1660.8,73830.15,BH,Sudeste
5240,Cliente 5240,22.333.444/0001-88,2024-06-30,7726.61,40487.77,Rio,Sul
5241,Cliente 5241,22.333.444/0001-88,2023-01-14,4849.21,15817.66,São Paulo,Sul
5242,Cliente 5242,22.333.444/0001-88,2026-05-03,6908.31,128861.1,Rio,Sul
5243,Cliente 5243,11.222.333/0001-99,2026-11-21,16884.7,22899.4,São Paulo,Sudeste
5244,Cliente 5244,11.222.333/0001-99,2026-12-25,7749.69,14534.04,São Paulo,Sul
5245,Cliente 5245,11.222.333/0001-99,2026-08-22,705.46,32074.29,Rio,Sudeste
5246,Cliente 5246,11.222.333/0001-99,2026-09-19,893.95,373.3,BH,Sul
5247,Cliente 5247,11.222.333/0001-99,2024-12-25,7426.08,10794.77,São Paulo,Sul
5248,Cliente 5248,22.333.444/0001-88,2026-12-04,1356.64,95279.52,São Paulo,Sudeste
5249,Cliente 5249,22.333.444/0001-88,2023-01-03,18720.96,36532.14,BH,Sudeste
5250,Cliente 5250,22.333.444/0001-88,2024-11-21,7576.47,50776.81,São Paulo,Sudeste
5251,Cliente 5251,22.333.444/0001-88,2025-01-16,444.93,125294.96,BH,Sul
5252,Cliente 5252,11.222.333/0001-99,2025-02-07,69197.22,115934.94,São Paulo,Sudeste
5253,Cliente 5253,11.222.333/0001-99,2025-05-21,2943.23,73837.22,BH,Sul
5254,Cliente 5254,11.222.333/0001-99,2024-05-09,3666.52,91946.5,São Paulo,Sul
5255,Cliente 5255,22.333.444/0001-88,2024-02-21,8880.06,12871.69,São Paulo,Sul
5256,Cliente 5256,11.222.333/0001-99,2026-11-15,4353.38,114239.21,São Paulo,Sul
5257,Cliente 5257,22.333.444/0001-88,2026-10-28,18888.26,77428.72,BH,Sudeste
5258,Cliente 5258,11.222.333/0001-99,2024-09-19,1181.8,85642.37,São Paulo,Sul
5259,Cliente 5259,11.222.333/0001-99,2025-12-11,24487.0,99829.04,Rio,Sudeste
5260,Cliente 5260,22.333.444/0001-88,2026-10-31,12751.4,75026.29,Rio,Sul
5261,Cliente 5261,11.222.333/0001-99,2026-11-19,1662.11,78253.89,Rio,Sudeste
5262,Cliente 5262,11.222.333/0001-99,2025-10-17,6990.61,74945.34,São Paulo,Sul
5263,Cliente 5263,22.333.444/0001-88,2023-05-22,26824.07,74522.62,BH,Sul
5264,Cliente 5264,11.222.333/0001-99,2026-01-14,10200.38,112530.8,BH,Sul
5265,Cliente 5265,22.333.444/0001-88,2023-02-15,6041.17,64081.28,São Paulo,Sudeste
5266,Cliente 5266,11.222.333/0001-99,2025-04-23,11747.9,434.0,Rio,Sul
5267,Cliente 5267,11.222.333/0001-99,2025-10-05,13217.51,91809.48,BH,Sudeste
5268,Cliente 5268,11.222.333/0001-99,2026-06-15,2420.96,142899.37,São Paulo,Sudeste
5269,Cliente 5269,11.222.333/0001-99,2023-01-10,6120.87,38543.97,BH,Sudeste
5270,Cliente 5270,11.222.333/0001-99,2024-10-25,16125.11,122429.0,Rio,Sudeste
5271,Cliente 5271,11.222.333/0001-99,2024-07-26,5920.02,68323.53,Rio,Sudeste
5272,Cliente 5272,11.222.333/0001-99,2024-10-10,1799.94,96447.31,BH,Sul
5273,Cliente 5273,11.222.333/0001-99,2025-07-01,7274.78,133631.06,São Paulo,Sul
5274,Cliente 5274,22.333.444/0001-88,2024-10-01,2845.09,115652.04,São Paulo,Sudeste
5275,Cliente 5275,22.333.444/0001-88,2024-09-07,11104.56,132686.01,BH,Sul
5276,Cliente 5276,11.222.333/0001-99,2024-11-28,36230.58,1428.0,Rio,Sul
5277,Cliente 5277,11.222.333/0001-99,2025-06-27,12683.02,28097.25,São Paulo,Sudeste
5278,Cliente 5278,22.333.444/0001-88,2023-06-27,1551.32,63524.16,BH,Sudeste
5279,Cliente 5279,11.222.333/0001-99,2025-05-18,7497.78,127176.27,BH,Sudeste
5280,Cliente 5280,11.222.333/0001-99,2025-10-26,132.74,125758.79,Rio,Sudeste
5281,Cliente 5281,22.333.444/0001-88,2025-05-02,4274.83,27771.05,Rio,Sul
5282,Cliente 5282,11.222.333/0001-99,2023-11-03,18329.65,21336.36,São Paulo,Sul
5283,Cliente 5283,11.222.333/0001-99,2024-07-01,8630.71,125205.37,São Paulo,Sudeste
5284,Cliente 5284,22.333.444/0001-88,2023-11-23,5733.59,81215.14,São Paulo,Sul
5285,Cliente 5285,11.222.333/0001-99,2026-10-11,96929.47,94015.46,Rio,Sudeste
5286,Cliente 5286,11.222.333/0001-99,2024-01-30,451.8,121380.91,BH,Sudeste
5287,Cliente 5287,22.333.444/0001-88,2023-10-27,618.24,31761.97,São Paulo,Sul
5288,Cliente 5288,11.222.333/0001-99,2025-01-18,9652.1,20472.72,São Paulo,Sudeste
5289,Cliente 5289,22.333.444/0001-88,2023-10-12,17280.42,128856.64,São Paulo,Sul
5290,Cliente 5290,11.222.333/0001-99,2023-11-26,18295.1,16766.12,BH,Sul
5291,Cliente 5291,11.222.333/0001-99,2023-02-19,2204.19,13227.13,São Paulo,Sul
5292,Cliente 5292,22.333.444/0001-88,2025-02-11,1507.53,41561.28,São Paulo,Sul
5293,Cliente 5293,22.333.444/0001-88,2024-01-13,1226.64,47527.33,Rio,Sul
5294,Cliente 5294,11.222.333/0001-99,2025-09-26,7716.8,36170.3,Rio,Sul
5295,Cliente 5295,22.333.444/0001-88,2025-02-12,1240.8,111243.49,Rio,Sudeste
5296,Cliente 5296,22.333.444/0001-88,2026-03-13,23399.42,146003.12,BH,Sul
5297,Cliente 5297,11.222.333/0001-99,2025-12-19,4766.48,29938.7,Rio,Sul
5298,Cliente 5298,11.222.333/0001-99,2025-05-17,1834.97,117277.83,São Paulo,Sul
5299,Cliente 5299,11.222.333/0001-99,2026-01-03,1845.45,6636.33,São Paulo,Sudeste
5300,Cliente 5300,22.333.444/0001-88,2023-01-03,575.55,17835.4,BH,Sul
5301,Cliente 5301,22.333.444/0001-88,2025-01-17,1616.72,77267.61,BH,Sudeste
5302,Cliente 5302,22.333.444/0001-88,2023-10-02,2266.74,149941.33,São Paulo,Sul
5303,Cliente 5303,22.333.444/0001-88,2023-08-03,8702.04,142404.85,BH,Sul
5304,Cliente 5304,11.222.333/0001-99,2023-11-25,4277.49,16791.44,São Paulo,Sudeste
5305,Cliente 5305,22.333.444/0001-88,2023-09-12,1474.96,35953.04,Rio,Sudeste
5306,Cliente 5306,11.222.333/0001-99,2026-11-11,884.19,141868.78,São Paulo,Sul
5307,Cliente 5307,22.333.444/0001-88,2023-05-06,3527.06,22608.59,BH,Sul
5308,Cliente 5308,11.222.333/0001-99,2025-02-05,277.49,111418.35,Rio,Sul
5309,Cliente 5309,11.222.333/0001-99,2026-09-09,3149.48,166.2,São Paulo,Sudeste
5310,Cliente 5310,11.222.333/0001-99,2026-05-12,23430.06,94756.82,BH,Sul
5311,Cliente 5311,22.333.444/0001-88,2026-04-10,3712.68,74190.06,BH,Sul
5312,Cliente 5312,11.222.333/0001-99,2023-08-05,6142.89,70653.79,Rio,Sul
5313,Cliente 5313,11.222.333/0001-99,2026-06-22,5183.99,124378.76,São Paulo,Sul
5314,Cliente 5314,22.333.444/0001-88,2026-09-21,706.75,12110.15,São Paulo,Sul
5315,Cliente 5315,11.222.333/0001-99,2026-08-14,57554.4,56599.82,BH,Sudeste
5316,Cliente 5316,22.333.444/0001-88,2025-04-11,2777.78,66905.78,Rio,Sudeste
5317,Cliente 5317,22.333.444/0001-88,2023-07-01,4891.78,18588.98,São Paulo,Sul
5318,Cliente 5318,11.222.333/0001-99,2023-11-30,1962.8,12849.98,Rio,Sul
5319,Cliente 5319,11.222.333/0001-99,2024-05-25,24180.25,26942.15,BH,Sudeste
5320,Cliente 5320,22.333.444/0001-88,2024-01-18,637.69,36157.16,São Paulo,Sudeste
5321,Cliente 5321,11.222.333/0001-99,2026-05-07,30431.0,144909.09,BH,Sul
5322,Cliente 5322,22.333.444/0001-88,2023-11-28,3209.86,71342.06,São Paulo,Sudeste
5323,Cliente 5323,22.333.444/0001-88,2026-04-03,2328.68,76543.35,BH,Sul
5324,Cliente 5324,22.333.444/0001-88,2026-06-19,2040.9,106049.73,São Paulo,Sul
5325,Cliente 5325,11.222.333/0001-99,2025-06-18,61827.78,102640.02,Rio,Sul
5326,Cliente 5326,22.333.444/0001-88,2024-10-03,519.73,75416.61,São Paulo,Sudeste
5327,Cliente 5327,11.222.333/0001-99,2026-06-04,2324.43,50975.76,São Paulo,Sul
5328,Cliente 5328,11.222.333/0001-99,2024-09-25,806.68,49657.75,BH,Sudeste
5329,Cliente 5329,11.222.333/0001-99,2024-03-26,388.56,8656.61,São Paulo,Sudeste
5330,Cliente 5330,11.222.333/0001-99,2023-07-15,30558.61,134944.52,São Paulo,Sudeste
5331,Cliente 5331,22.333.444/0001-88,2026-05-12,4731.61,115409.18,São Paulo,Sudeste
5332,Cliente 5332,11.222.333/0001-99,2024-04-02,967.6,93501.49,BH,Sudeste
5333,Cliente 5333,22.333.444/0001-88,2025-04-09,15689.15,59412.26,São Paulo,Sudeste
5334,Cliente 5334,22.333.444/0001-88,2023-09-14,2804.67,87369.86,Rio,Sudeste
5335,Cliente 5335,11.222.333/0001-99,2026-07-19,1987.85,72763.47,Rio,Sudeste
5336,Cliente 5336,22.333.444/0001-88,2023-01-09,10998.72,41090.25,BH,Sudeste
5337,Cliente 5337,22.333.444/0001-88,2025-01-30,2721.49,44785.91,São Paulo,Sudeste
5338,Cliente 5338,11.222.333/0001-99,2025-08-06,1276.8,131171.96,BH,Sudeste
5339,Cliente 5339,22.333.444/0001-88,2026-05-09,13011.17,95236.21,São Paulo,Sudeste
5340,Cliente 5340,22.333.444/0001-88,2025-12-18,4032.26,213.37,BH,Sul
5341,Cliente 5341,22.333.444/0001-88,2025-06-05,13974.19,49030.76,São Paulo,Sudeste
5342,Cliente 5342,22.333.444/0001-88,2024-01-28,2796.29,50991.82,São Paulo,Sul
5343,Cliente 5343,11.222.333/0001-99,2026-02-16,20468.29,105950.33,BH,Sudeste
5344,Cliente 5344,22.333.444/0001-88,2024-02-03,5012.26,105068.0,BH,Sul
5345,Cliente 5345,22.333.444/0001-88,2023-11-27,21657.56,69623.23,BH,Sudeste
5346,Cliente 5346,22.333.444/0001-88,2026-07-14,20688.03,142646.91,São Paulo,Sudeste
5347,Cliente 5347,22.333.444/0001-88,2024-04-24,27743.38,130834.38,BH,Sul
5348,Cliente 5348,11.222.333/0001-99,2023-05-14,5407.82,129931.61,São Paulo,Sudeste
5349,Cliente 5349,22.333.444/0001-88,2025-07-04,8398.5,52239.83,Rio,Sul
5350,Cliente 5350,11.222.333/0001-99,2025-07-23,3558.11,64649.97,Rio,Sudeste
